# Iteration        Mass Balance        Mass storage      Energy balance   Fluid energy stor   Solid energy stor
          1        0.0000000000       97.2664449316        0.0000000000523321249.8926005363        0.0000000000
         33        2.4816235890        2.4858424026        1.3317812801  4418047.4717807081        0.0000000000
         34        2.6320143387        2.6365583975        1.3986330294  4642154.6831089901        0.0000000000
         35        2.7861059457        2.7909880456        1.4656092146  4866901.2917439993        0.0000000000
         36        2.9438058543        2.9490384333        1.5325794509  5091850.1128144749        0.0000000000
         37        3.1050174084        3.1106128320        1.5994189041  5316577.4617229737        0.0000000000
         38        3.2696492825        3.2756181469        1.6659920393  5540636.0247279219        0.0000000000
         39        3.4375816393        3.4439362419        1.7321924107  5763641.7685201196        0.0000000000
         40        3.6087003412        3.6154531295        1.7979052105  5985196.9191116001        0.0000000000
         41        3.7829028916        3.7900644055        1.8630049112  6204883.8052876545        0.0000000000
         42        3.9600731716        3.9676529513        1.9273759518  6422308.0324533917        0.0000000000
         43        4.1400865184        4.1480940095        1.9909145623  6637104.4911664771        0.0000000000
         44        4.3228141972        4.3312581109        2.0535159005  6848907.2894344190        0.0000000000
         45        4.5081474247        4.5170326323        2.1150598661  7057313.9354872210        0.0000000000
         46        4.6958914378        4.7052299422        2.1755041899  7262121.3228451507        0.0000000000
         47        4.8859284229        4.8957280868        2.2347371083  7462958.2655031467        0.0000000000
         48        5.0781270741        5.0883927498        2.2926591371  7659490.1790691875        0.0000000000
         49        5.2723328521        5.2830686687        2.3491917096  7851434.0783249168        0.0000000000
         50        5.4683977775        5.4796056673        2.4042535595  8038501.2113006338        0.0000000000
         51        5.6661379358        5.6778218364        2.4577949732  8220493.0768349608        0.0000000000
         52        5.8653646363        5.8775305803        2.5097726563  8397235.5624386985        0.0000000000
         53        6.0659296099        6.0785790806        2.5601077599  8568465.7781115547        0.0000000000
         54        6.2676637479        6.2807958091        2.6087401794  8733971.9699656367        0.0000000000
         55        6.4703789530        6.4839918932        2.6556299506  8893599.5555588547        0.0000000000
         56        6.6739013445        6.6879902388        2.7007256218  9047164.6851532776        0.0000000000
         57        6.8779995513        6.8925643882        2.7440285651  9194640.2669890393        0.0000000000
         58        7.0824733836        7.0975130943        2.7855141617  9335932.0820086580        0.0000000000
         59        7.2871403350        7.3026494180        2.8251428090  9470908.4452275243        0.0000000000
         60        7.4917968677        7.5077677619        2.8628964335  9599499.7205962278        0.0000000000
         61        7.6962253227        7.7126502020        2.8987725397  9721685.9750276934        0.0000000000
         62        7.9002041729        7.9170745510        2.9327721608  9837461.5348037370        0.0000000000
         63        8.1035088217        8.1208154429        2.9649017044  9946840.5511441343        0.0000000000
         64        8.3059129475        8.3236456287        2.9951727977 10049856.8011681363        0.0000000000
         65        8.5071873293        8.5253345775        3.0236003832 10146557.6952508334        0.0000000000
         66        8.7070972629        8.7256466042        3.0502067030 10237015.8010827228        0.0000000000
         67        8.9054041346        8.9243421342        3.0750194377 10321323.7064108718        0.0000000000
         68        9.1018673042        9.1211796443        3.0980719276 10399594.2386843134        0.0000000000
         69        9.2962419892        9.3159136710        3.1194025824 10471957.9509351961        0.0000000000
         70        9.4882816689        9.5082965922        3.1390530353 10538559.1446275823        0.0000000000
         71        9.6777369680        9.6980787481        3.1570721803 10599565.2544142846        0.0000000000
         72        9.8643576768        9.8850092934        3.1735123649 10655158.4085718449        0.0000000000
         73       10.0478931845       10.0688370494        3.1884281414 10705528.4798118323        0.0000000000
         74       10.2280898485       10.2493078607        3.2018790798 10750883.9603724200        0.0000000000
         75       10.4046957387       10.4261698209        3.2139282485 10791444.1624187585        0.0000000000
         76       10.5774968713       10.5992003439        3.2246040477 10827329.8946966268        0.0000000000
         77       10.7461851326       10.7681025544        3.2340226953 10858907.4753883984        0.0000000000
         78       10.9104784920       10.9325998225        3.2422766968 10886487.4208184686        0.0000000000
         79       11.0701573300       11.0924659313        3.2494050603 10910232.8112979233        0.0000000000
         80       11.2250713661       11.2475296526        3.2553859832 10930127.7666718587        0.0000000000
         81       11.3748283882       11.3974277250        3.2604067151 10946732.3500463609        0.0000000000
         82       11.5191538624       11.5418896597        3.2645491502 10960329.9873734228        0.0000000000
         83       11.6579764419       11.6808054261        3.2677141294 10970689.9053701106        0.0000000000
         84       11.7908245730       11.8137501627        3.2701437906 10978513.8052021526        0.0000000000
         85       11.9175595545       11.9405588420        3.2717847811 10983701.7026512418        0.0000000000
         86       12.0378663763       12.0609282373        3.2727249690 10986527.0553500336        0.0000000000
         87       12.1515249041       12.1746286255        3.2729615586 10987011.4805886317        0.0000000000
         88       12.2581939632       12.2813348748        3.2725821687 10985416.6353198104        0.0000000000
         89       12.3576969512       12.3808483460        3.2715206344 10981579.6696622018        0.0000000000
         90       12.4496134157       12.4727816753        3.2699052121 10977276.4815814178        0.0000000000
         91       12.5337881929       12.5569497313        3.2676224115 10973131.6502558962        0.0000000000
         92       12.6098660977       12.6330143565        3.2647165927 10967083.8195193484        0.0000000000
         93       12.6775099807       12.7006496375        3.2612030850 10960885.7160770893        0.0000000000
         94       12.7365213751       12.7596353023        3.2569657923 10951396.3587166909        0.0000000000
         95       12.7866071554       12.8096800998        3.2519604190 10941002.3229676522        0.0000000000
         96       12.8273818297       12.8504214265        3.2462131407 10926145.9095312003        0.0000000000
         97       12.8585820204       12.8815915692        3.2396410774 10909911.8314062022        0.0000000000
         98       12.8799730748       12.9029459893        3.2321336520 10887825.5994409826        0.0000000000
         99       12.8912893467       12.9142193362        3.2236102429 10863706.5846622586        0.0000000000
        100       12.8922627990       12.9151470729        3.2139958788 10832860.1228655726        0.0000000000
        101       12.8826387289       12.9054786405        3.2032139686 10798836.6541289520        0.0000000000
        102       12.8621891469       12.8849873740        3.1911770724 10757655.0497705247        0.0000000000
        103       12.8307118856       12.8534726247        3.1777922145 10712238.6763576493        0.0000000000
        104       12.7880293738       12.8326319265        3.1629639853 10661113.1810957454        0.0000000000
        105       12.7339875100       12.8072735637        3.1465990323 10605396.0521177761        0.0000000000
        106       12.6684582630       12.7920122691        3.1286073474 10543692.7901659980        0.0000000000
        107       12.5913399348       12.7720455338        3.1089023576 10476435.3182159327        0.0000000000
        108       12.5025595430       12.7615953421        3.0874018107 10402926.7742944490        0.0000000000
        109       12.4020731115       12.7462774210        3.0640292242 10322989.5399864707        0.0000000000
        110       12.2899297869       12.7399423224        3.0386582822 10236533.0792512372        0.0000000000
        111       12.1660820455       12.7286041869        3.0112769222 10142840.7343035955        0.0000000000
        112       12.0305074206       12.7256364361        2.9818847703 10042623.6284277402        0.0000000000
        113       11.8833641527       12.7175583988        2.9503551468  9934461.5938907173        0.0000000000
        114       11.7248101730       12.7174050870        2.9165924029  9819587.0671727490        0.0000000000
        115       11.5548484665       12.7120324278        2.8806652182  9696200.4982460625        0.0000000000
        116       11.3737610954       12.7140844011        2.8424281142  9566151.4410984125        0.0000000000
        117       11.1816239586       12.7108715182        2.8019441904  9427994.0238784179        0.0000000000
        118       10.9787007645       12.7145979959        2.7591380520  9287549.4617095422        0.0000000000
        119       10.7651712880       12.7130310798        2.7140316139  9139756.6904847883        0.0000000000
        120       10.5413579370       12.7179687734        2.6665463495  8990609.2789706029        0.0000000000
        121       10.3074306235       12.7175953470        2.6167590861  8835065.6709857490        0.0000000000
        122       10.0637604730       12.7232961651        2.5645891771  8679225.1385811828        0.0000000000
        123        9.8105918690       12.7236964461        2.5100873790  8518079.0580009408        0.0000000000
        124        9.5481876438       12.7297407670        2.4533065613  8357702.5150001682        0.0000000000
        125        9.2770102424       12.7305099926        2.3941362680  8193504.8711732747        0.0000000000
        126        8.9973078929       12.7365447722        2.3326717298  8030582.2434206214        0.0000000000
        127        8.7093742991       12.7373121963        2.2689828214  7865738.5870848559        0.0000000000
        128        8.4136221594       12.7429513546        2.2030443604  7702787.6373687703        0.0000000000
        129        8.1104826113       12.7433801140        2.1348239316  7539712.5155638633        0.0000000000
        130        7.8002474426       12.7483210817        2.0644252158  7379107.3159536654        0.0000000000
        131        7.4832468696       12.7480849284        1.9919279299  7220277.1992359338        0.0000000000
        132        7.1598985584       12.7519913139        1.9173404703  7064533.4678215077        0.0000000000
        133        6.8306067315       12.7507919632        1.8406891674  6912359.4071824411        0.0000000000
        134        6.4957553575       12.7533965857        1.7620253626  6763825.7955296421        0.0000000000
        135        6.1557195123       12.7509626404        1.6814151220  6620639.3227877785        0.0000000000
        136        5.8108782103       12.7520022889        1.5989250769  6481593.7614230197        0.0000000000
        137        5.4616135028       12.7480860827        1.5146235731  6349611.4260424199        0.0000000000
        138        5.1083145942       12.7473263177        1.4285761697  6222193.9728832310        0.0000000000
        139        4.7513676024       12.7417113806        1.3408546769  6103455.9467291720        0.0000000000
        140        4.3911586692       12.7389529020        1.2515323705  5989765.9155717297        0.0000000000
        141        4.0280684464       12.7314498613        1.1606899117  5885982.7337299315        0.0000000000
        142        3.6624765084       12.7265268128        1.0684099428  5787899.2543137651        0.0000000000
        143        3.2947581241       12.7169791869        0.9747802425  5700563.4458002187        0.0000000000
        144        2.9252865770       12.7097542663        0.8798909459  5619593.2036329098        0.0000000000
        145        2.5544296305       12.6980444075        0.7838367519  5550080.9124895101        0.0000000000
        146        2.1825553864       12.6884098930        0.6867146788  5487558.9388819905        0.0000000000
        147        1.8100257922       12.6744575242        0.5886236599  5436933.9161858466        0.0000000000
        148        1.4372150697       12.6623535358        0.4896482730  5394075.9112442974        0.0000000000
        149        1.0644462600       12.6461027672        0.3899234199  5362930.7738646399        0.0000000000
        150        0.6920503239       12.6315124164        0.2895730038  5340367.2645049412        0.0000000000
        151        0.3203959332       12.6129636308        0.1886818053  5329213.1158234710        0.0000000000
        152        0.0501660114       12.5958860977        0.0873493253  5327363.5634404728        0.0000000000
        153        0.4193017294       12.5750627689        0.0143123891  5336454.4361958457        0.0000000000
        154        0.7866747632       12.5555426894        0.1161972350  5355407.3870432451        0.0000000000
        155        1.1519956489       12.5325087766        0.2181555082  5384645.4174327692        0.0000000000
        156        1.5149623661       12.5106531058        0.3200542242  5424085.1953180712        0.0000000000
        157        1.8752363838       12.4855138607        0.4218026027  5473052.9195565656        0.0000000000
        158        2.2324986298       12.4614278579        0.5232951699  5532497.5370580563        0.0000000000
        159        2.5864352542       12.4343036609        0.6244250126  5600583.3333679866        0.0000000000
        160        2.9367713649       12.4081331680        0.7250528566  5679219.7140229242        0.0000000000
        161        3.2832434055       12.3792169914        0.8250332844  5765362.1624153852        0.0000000000
        162        3.6255517656       12.3511687382        0.9242638457  5861991.2808695007        0.0000000000
        163        3.9633995543       12.3206483671        1.0226464160  5964952.3729937254        0.0000000000
        164        4.2965100834       12.2909291002        1.1200696915  6078228.7109874897        0.0000000000
        165        4.6246167675       12.2590285838        1.2164200836  6196576.6416518800        0.0000000000
        166        4.9474600197       12.2278847273        1.3115825296  6324777.6157448655        0.0000000000
        167        5.2647975604       12.1948709236        1.4054320837  6456918.0147872744        0.0000000000
        168        5.5763790372       12.1625856410        1.4978600545  6597901.2819814691        0.0000000000
        169        5.8819435206       12.1287392649        1.5887768314  6742093.7756651547        0.0000000000
        170        6.1812454332       12.0955889483        1.6780854772  6893580.6532258587        0.0000000000
        171        6.4740521537       12.0611986106        1.7656837433  7047678.4256398678        0.0000000000
        172        6.7601381724       12.0274957609        1.8514705561  7207402.4627911616        0.0000000000
        173        7.0392779981       11.9928695140        1.9353501528  7369085.2309214137        0.0000000000
        174        7.3112512093       11.9589433487        2.0172320145  7534656.1588672437        0.0000000000
        175        7.5758445052       11.9244179775        2.0970299409  7701452.5501463870        0.0000000000
        176        7.8328489121       11.8905962074        2.1746611731  7870376.5894496376        0.0000000000
        177        8.0820616070       11.8564958612        2.2500465726  8039753.5325898482        0.0000000000
        178        8.3232857739       11.8231236217        2.3231087650  8209452.2811272750        0.0000000000
        179        8.5563279988       11.7897809576        2.3937766013  8378824.3362644110        0.0000000000
        180        8.7809946444       11.7571924868        2.4619902253  8546722.7816472072        0.0000000000
        181        8.9971195230       11.7249400930        2.5276689525  8713493.7179739829        0.0000000000
        182        9.2045417379       11.6934910603        2.5907367849  8876933.8421583306        0.0000000000
        183        9.4030792679       11.6626649324        2.6511527439  9038496.2981132753        0.0000000000
        184        9.5925523878       11.6326646765        2.7088841794  9195024.0783491544        0.0000000000
        185        9.7728222643       11.6035507449        2.7638635770  9348964.6945429724        0.0000000000
        186        9.9437704270       11.5753363682        2.8160075440  9496049.2040936463        0.0000000000
        187       10.1052178483       11.5482622081        2.8653126705  9639910.2734569479        0.0000000000
        188       10.2570375503       11.5221150112        2.9117321835  9775581.3367360774        0.0000000000
        189       10.3991258169       11.4973597048        2.9552031264  9906873.1565854363        0.0000000000
        190       10.5313432347       11.4735716281        2.9957132218 10029154.2236372400        0.0000000000
        191       10.6535839025       11.4513758748        3.0332243955 10145623.6604811586        0.0000000000
        192       10.7657470396       11.4301991997        3.0677030404 10252574.1548033450        0.0000000000
        193       10.8677283861       11.4107948368        3.0991310775 10352370.7087486535        0.0000000000
        194       10.9594410820       11.3924456347        3.1274837520 10442296.4107688107        0.0000000000
        195       11.0408265671       11.3760424855        3.1527143301 10522683.1083590630        0.0000000000
        196       11.1117775011       11.3607181832        3.1748442720 10592772.1782047804        0.0000000000
        197       11.1722436815       11.3474481428        3.1938413723 10653057.1142036486        0.0000000000
        198       11.2221900718       11.3353137492        3.2096669212 10703108.0404739734        0.0000000000
        199       11.2615509569       11.3253290902        3.2223272268 10743030.6960177161        0.0000000000
        200       11.2902772084       11.3164764025        3.2318270062 10772978.7028165553        0.0000000000
        201       11.3083509234       11.3098305795        3.2381496736 10792540.0794432424        0.0000000000
        202       11.3157621605       11.3043451820        3.2412829758 10802304.8170686290        0.0000000000
        203       11.3125039269       11.3011049542        3.2412249123 10801405.3369535618        0.0000000000
        204       11.2985766963       11.2882861010        3.2379766967 10792717.9801541008        0.0000000000
        205       11.2739896740       11.2839298863        3.2315408272 10811999.7541879062        0.0000000000
        206       11.2387611807       11.2700504992        3.2219211932 10823812.1982033774        0.0000000000
        207       11.1929197097       11.2646075806        3.2091224214 10863319.7535429373        0.0000000000
        208       11.1365090154       11.2497100945        3.1931495147 10895524.1534261089        0.0000000000
        209       11.0695707444       11.2432461771        3.1740244489 10955351.4770108163        0.0000000000
        210       10.9921550214       11.2274043479        3.1517680356 11007757.6603162996        0.0000000000
        211       10.9043453060       11.2200305277        3.1263766557 11087835.8020844106        0.0000000000
        212       10.8062352500       11.2033910332        3.0978457565 11160203.8994526062        0.0000000000
        213       10.6978685467       11.1952670602        3.0662404462 11259620.6231967621        0.0000000000
        214       10.5793510609       11.1779623179        3.0315675675 11349281.1194059122        0.0000000000
        215       10.4507949102       11.1692677553        2.9938371466 11465061.9000653457        0.0000000000
        216       10.3122946005       11.1514959452        2.9530933757 11570236.2009188570        0.0000000000
        217       10.1639735212       11.1424425937        2.9093588582 11700557.3625415284        0.0000000000
        218       10.0059494169       11.1244253156        2.8626720101 11819282.3903171942        0.0000000000
        219        9.8383640306       11.1152539553        2.8130578935 11962078.6301442049        0.0000000000
        220        9.6613392079       11.0972287793        2.7605759654 12092188.5684059225        0.0000000000
        221        9.4750469692       11.0882014991        2.7052409368 12245222.0819373541        0.0000000000
        222        9.2796202744       11.0704327984        2.6471221994 12384376.4486706425        0.0000000000
        223        9.0752159200       11.0618252333        2.5862740221 12545284.0301552229        0.0000000000
        224        8.8620244334       11.0445879944        2.5227246955 12691027.5991614293        0.0000000000
        225        8.6402131050       11.0366995069        2.4565382223 12857280.9888774138        0.0000000000
        226        8.4099516147       11.0202823992        2.3877871970 13007068.4672639649        0.0000000000
        227        8.1714256584       11.0134090709        2.3165381487 13176134.1289774757        0.0000000000
        228        7.9248355116       10.9981039188        2.2428522203 13327372.3590177372        0.0000000000
        229        7.6703913196       10.9925500367        2.1667891692 13496648.5776349250        0.0000000000
        230        7.4082936006       10.9786528236        2.0884305126 13646728.9935136046        0.0000000000
        231        7.1387470115       10.9747204756        2.0078634109 13813650.1066645049        0.0000000000
        232        6.8619692577       10.9625188802        1.9251698727 13960021.2337008286        0.0000000000
        233        6.5781862074       10.9605013963        1.8404335505 14122074.1478610467        0.0000000000
        234        6.2876280071       10.9502736425        1.7537438103 14262243.0866355523        0.0000000000
        235        5.9905284405       10.9504509315        1.6651936236 14417002.4947891887        0.0000000000
        236        5.6871257456       10.9424616873        1.5748805191 14548595.1898453757        0.0000000000
        237        5.3776646594       10.9450979545        1.4829049147 14693770.3467440102        0.0000000000
        238        5.0623920674       10.9395916787        1.3893729698 14814552.5342264753        0.0000000000
        239        4.7415626901       10.9449293967        1.2943899322 14948003.4763509650        0.0000000000
        240        4.4154464734       10.9421248793        1.1980540099 15055925.8295578361        0.0000000000
        241        4.0843060891       10.9503746119        1.1004789536 15175728.3426783234        0.0000000000
        242        3.7484045507       10.9504638054        1.0017857461 15268953.6142417192        0.0000000000
        243        3.4080168626       10.9618136652        0.9020892997 15373388.2645358983        0.0000000000
        244        3.0634236623       10.9649576652        0.8015056089 15450309.2717408072        0.0000000000
        245        2.7149046499       10.9795597141        0.7001584555 15537898.8076421171        0.0000000000
        246        2.3627504453       10.9858867567        0.5981671069 15597142.5735103115        0.0000000000
        247        2.0072739530       11.0038471150        0.4956326764 15666689.3546920065        0.0000000000
        248        1.6487676770       11.0134306062        0.3926835126 15707216.5124204289        0.0000000000
        249        1.2875219738       11.0348261446        0.2894555209 15757793.8838779554        0.0000000000
        250        0.9238431622       11.0477240963        0.1860730845 15778779.3198744543        0.0000000000
        251        0.5580408479       11.0725921301        0.0826626352 15809720.7276541404        0.0000000000
        252        0.1904454145       11.0888863119        0.0206674164 15810815.3466178700        0.0000000000
        253        0.1785983613       11.1171086883        0.1238179730 15821680.9727629218        0.0000000000
        254        0.5487895116       11.1367926589        0.2266427993 15802843.9343233556        0.0000000000
        255        0.9198031763       11.1682742599        0.3290152258 15793462.7395946532        0.0000000000
        256        1.2913052259       11.1912807976        0.4308166999 15754758.4092806838        0.0000000000
        257        1.6629531864       11.2259124450        0.5319333977 15725371.0996145178        0.0000000000
        258        2.0343833703       11.2520968785        0.6322702565 15667239.3420204334        0.0000000000
        259        2.4052422057       11.2896915014        0.7317199289 15618480.2208817024        0.0000000000
        260        2.7751985767       11.3188690679        0.8301534007 15541655.2229799926        0.0000000000
        261        3.1438993252       11.3592415083        0.9274606562 15474320.3366277106        0.0000000000
        262        3.5109803497       11.3911955077        1.0235415609 15379762.5842389893        0.0000000000
        263        3.8760747340       11.4340851035        1.1182996184 15294991.4340128805        0.0000000000
        264        4.2388140556       11.4685330226        1.2116392206 15183987.3470293283        0.0000000000
        265        4.5988301447       11.5136357749        1.3034651686 15083181.6673093773        0.0000000000
        266        4.9557537200       11.5502596665        1.3936846158 14957240.5742030870        0.0000000000
        267        5.3092089401       11.5972353754        1.4822126639 14842023.3913075514        0.0000000000
        268        5.6588095639       11.6356653558        1.5689754009 14702914.4350514188        0.0000000000
        269        6.0041863503       11.6841202201        1.6538843272 14575165.7208685298        0.0000000000
        270        6.3449651007       11.7239644577        1.7368585510 14424811.2459555306        0.0000000000
        271        6.6807641823       11.7734921010        1.8178275841 14286533.7166379038        0.0000000000
        272        7.0111871452       11.8143051245        1.8967384011 14127083.3853331469        0.0000000000
        273        7.3358590598       11.8644330923        1.9735233679 13980541.4480232038        0.0000000000
        274        7.6544032903       11.9057472637        2.0481202115 13814279.9201062806        0.0000000000
        275        7.9664429571       11.9560018903        2.1204732600 13661791.3908330593        0.0000000000
        276        8.2716023126       11.9973279789        2.1905318159 13491102.2453352567        0.0000000000
        277        8.5695119858       12.0472083774        2.2582458487 13335094.6307275668        0.0000000000
        278        8.8598223521       12.0880548908        2.3235561847 13162385.5791724585        0.0000000000
        279        9.1421516512       12.1370612310        2.3864386558 13005284.5844646618        0.0000000000
        280        9.4160745263       12.1768455104        2.4469163713 12833230.7362958603        0.0000000000
        281        9.6813072926       12.2243918340        2.5048960362 12677733.8833198231        0.0000000000
        282        9.9375569030       12.2626829582        2.5603007875 12508565.9115283918        0.0000000000
        283       10.1843862299       12.3082997691        2.6131931697 12356978.2310179360        0.0000000000
        284       10.4214694524       12.3444714618        2.6635467178 12193463.2599622570        0.0000000000
        285       10.6485912137       12.3876540581        2.7112490640 12048175.7338352073        0.0000000000
        286       10.8652898282       12.4212458512        2.7564162564 11892542.9113153312        0.0000000000
        287       11.0713718605       12.4614240890        2.7989397184 11756080.7487819958        0.0000000000
        288       11.2665112731       12.4919658378        2.8388415283 11610534.2233123295        0.0000000000
        289       11.4504373682       12.5286895207        2.8761082620 11485005.8129700124        0.0000000000
        290       11.6228782931       12.5556923113        2.9107401831 11351735.8469604570        0.0000000000
        291       11.7836191969       12.5885308528        2.9427022533 11239107.9720480107        0.0000000000
        292       11.9323370324       12.6115455333        2.9720687572 11123722.1955572106        0.0000000000
        293       12.0689655272       12.6400976656        2.9987048979 11029088.8228119314        0.0000000000
        294       12.1931328590       12.6587762251        3.0227577642 10931629.5083599109        0.0000000000
        295       12.3047134587       12.6825855728        3.0441754274 10855220.3074486908        0.0000000000
        296       12.4036300358       12.6966259939        3.0628815444 10775637.6307770610        0.0000000000
        297       12.4896497026       12.7155051991        3.0789492064 10717109.7409641445        0.0000000000
        298       12.5625878876       12.7245341795        3.0924272887 10655554.0404566545        0.0000000000
        299       12.6223935573       12.7381374640        3.1032657904 10615078.6255941093        0.0000000000
        300       12.6689942061       12.7420074719        3.1114523985 10571357.5910175759        0.0000000000
        301       12.7023077832       12.7502218484        3.1169968818 10548723.4299071543        0.0000000000
        302       12.7222645681       12.7487726629        3.1199188419 10522789.9240882862        0.0000000000
        303       12.7288234030       12.7514427320        3.1202292581 10517993.9265951216        0.0000000000
        304       12.7219692561       12.7445664791        3.1179339165 10509819.1030102037        0.0000000000
        305       12.7017110283       12.7332551236        3.1130371703 10492740.2870057784        0.0000000000
        306       12.6680773667       12.7283439991        3.1055421292 10466699.2869650386        0.0000000000
        307       12.6211177526       12.7188139539        3.0954526090 10432157.8991762549        0.0000000000
        308       12.5608981711       12.7158531385        3.0827748480 10388303.7141571473        0.0000000000
        309       12.4875055160       12.7080578073        3.0675145728 10336324.3582007065        0.0000000000
        310       12.4010464655       12.7069843906        3.0496779816 10274720.1205134429        0.0000000000
        311       12.3016615926       12.7008497863        3.0292582508 10205350.1277277172        0.0000000000
        312       12.1895603166       12.7016080744        3.0062057498 10125953.1524092127        0.0000000000
        313       12.0647566354       12.6970069800        2.9806569546 10039219.2652996685        0.0000000000
        314       11.9274460234       12.6993432383        2.9526056716  9942454.7004258782        0.0000000000
        315       11.7779635900       12.6961215204        2.9219415628  9838333.7833240163        0.0000000000
        316       11.6164608232       12.6999645635        2.8887286015  9724241.1660025697        0.0000000000
        317       11.4430778264       12.6979042075        2.8530559551  9602688.0470750611        0.0000000000
        318       11.2582847873       12.7030151220        2.8147391409  9471406.7642604318        0.0000000000
        319       11.0620514886       12.7019203675        2.7740434582  9336151.0631992444        0.0000000000
        320       10.8549073498       12.7080280511        2.7307611241  9193646.3554366492        0.0000000000
        321       10.6369332157       12.7076475446        2.6850873798  9048114.3912843931        0.0000000000
        322       10.4086692213       12.7145191198        2.6368288480  8896498.2211284712        0.0000000000
        323       10.1701655366       12.7145906798        2.5862346324  8742981.6633236185        0.0000000000
        324        9.9219595689       12.7219272042        2.5331352557  8584659.7284259181        0.0000000000
        325        9.6642672308       12.7221752485        2.4776559500  8425530.9959958233        0.0000000000
        326        9.3974174145       12.7296910067        2.4198343059  8263047.8405908020        0.0000000000
        327        9.1218970640       12.7298170720        2.3595741592  8100722.0538839754        0.0000000000
        328        8.8379390649       12.7372428514        2.2970179550  7936701.7586735496        0.0000000000
        329        8.5458902206       12.7369434489        2.2322121887  7773553.6835738681        0.0000000000
        330        8.2461811874       12.7439576233        2.1651398385  7610604.0111592254        0.0000000000
        331        7.9392343553       12.7429581371        2.0957958813  7449134.5726921875        0.0000000000
        332        7.6253712329       12.7492957943        2.0242720721  7289729.6602988457        0.0000000000
        333        7.3049219537       12.7473087206        1.9506641427  7132453.3697936879        0.0000000000
        334        6.9783149001       12.7526670056        1.8749807676  6979113.4892179295        0.0000000000
        335        6.6459568562       12.7494233568        1.7972548806  6828482.4865280008        0.0000000000
        336        6.3082378818       12.7535572191        1.7175410026  6683560.8090853691        0.0000000000
        337        5.9655359155       12.7488088926        1.6359091536  6541902.1185395373        0.0000000000
        338        5.6182324035       12.7514695688        1.5524295614  6407659.8449123530        0.0000000000
        339        5.2667143310       12.7449860717        1.4671698311  6277458.2467099587        0.0000000000
        340        4.9113680214       12.7459553324        1.3802030519  6155693.6517565027        0.0000000000
        341        4.5525819144       12.7375348189        1.2916000685  6038955.6098257648        0.0000000000
        342        4.1907405082       12.7366245632        1.2014381817  5931572.6786823450        0.0000000000
        343        3.8262247719       12.7260931424        1.1098004316  5830099.5047663664        0.0000000000
        344        3.4594122955       12.7231447718        1.0167719461  5738778.3654630585        0.0000000000
        345        3.0906778805       12.7103622510        0.9224423906  5654138.8123680009        0.0000000000
        346        2.7203931227       12.7052461969        0.8269030576  5580317.4937157808        0.0000000000
        347        2.3489251150       12.6901045429        0.7302500922  5513824.0404430497        0.0000000000
